"Data","Hora","Abertura","Máxima","Mínima","Fechamento","ULT"
"29/11/2022","16:15:00","114.783,7642","114.799,1001","114.625,2937","114.666,1893","104.710,0000"
"29/11/2022","16:10:00","114.778,6523","114.814,4359","114.707,0850","114.788,8762","104.710,0000"
"29/11/2022","16:05:00","114.758,2045","114.860,4435","114.661,0774","114.773,5403","104.710,0000"
"29/11/2022","16:00:00","114.916,6750","114.916,6750","114.707,0850","114.758,2045","104.710,0000"
"29/11/2022","15:55:00","114.921,7869","115.029,1379","114.891,1152","114.921,7869","104.710,0000"
"29/11/2022","15:50:00","114.850,2196","114.942,2347","114.834,8837","114.921,7869","104.710,0000"
"29/11/2022","15:45:00","114.788,8762","114.880,8913","114.778,6523","114.850,2196","104.710,0000"
"29/11/2022","15:40:00","114.768,4284","114.809,3240","114.707,0850","114.788,8762","104.710,0000"
"29/11/2022","15:35:00","114.763,3164","114.799,1001","114.707,0850","114.773,5403","104.710,0000"
"29/11/2022","15:30:00","114.768,4284","114.839,9957","114.727,5328","114.763,3164","104.710,0000"
"29/11/2022","15:25:00","114.799,1001","114.865,5555","114.758,2045","114.768,4284","104.710,0000"
"29/11/2022","15:20:00","114.732,6447","114.839,9957","114.712,1969","114.799,1001","104.710,0000"
"29/11/2022","15:15:00","114.845,1076","114.886,0033","114.722,4208","114.732,6447","104.710,0000"
"29/11/2022","15:10:00","114.819,5479","114.875,7794","114.732,6447","114.845,1076","104.710,0000"
"29/11/2022","15:05:00","114.906,4511","114.983,1303","114.819,5479","114.819,5479","104.710,0000"
"29/11/2022","15:00:00","114.906,4511","114.972,9064","114.814,4359","114.901,3391","104.710,0000"
"29/11/2022","14:55:00","114.819,5479","114.926,8989","114.783,7642","114.906,4511","104.710,0000"
"29/11/2022","14:50:00","114.875,7794","114.906,4511","114.793,9881","114.814,4359","104.710,0000"
"29/11/2022","14:45:00","114.773,5403","114.875,7794","114.732,6447","114.875,7794","104.710,0000"
"29/11/2022","14:40:00","114.880,8913","114.891,1152","114.768,4284","114.778,6523","104.710,0000"
"29/11/2022","14:35:00","114.972,9064","115.008,6901","114.860,4435","114.875,7794","104.710,0000"
"29/11/2022","14:30:00","114.947,3467","115.049,5857","114.916,6750","114.978,0184","104.710,0000"
"29/11/2022","14:25:00","114.839,9957","114.957,5706","114.824,6598","114.947,3467","104.710,0000"
"29/11/2022","14:20:00","114.926,8989","114.978,0184","114.758,2045","114.839,9957","104.710,0000"
"29/11/2022","14:15:00","114.947,3467","115.008,6901","114.906,4511","114.926,8989","104.710,0000"
"29/11/2022","14:10:00","114.998,4662","115.018,9140","114.886,0033","114.942,2347","104.710,0000"
"29/11/2022","14:05:00","115.054,6977","115.121,1530","114.932,0108","114.998,4662","104.710,0000"
"29/11/2022","14:00:00","115.054,6977","115.095,5933","114.942,2347","115.059,8096","104.710,0000"
"29/11/2022","13:55:00","115.049,5857","115.116,0411","114.978,0184","115.054,6977","104.710,0000"
"29/11/2022","13:50:00","115.105,8172","115.116,0411","114.967,7945","115.049,5857","104.710,0000"
"29/11/2022","13:45:00","115.213,1682","115.248,9518","115.039,3618","115.100,7052","104.710,0000"
"29/11/2022","13:40:00","115.238,7279","115.259,1757","115.013,8021","115.218,2801","104.710,0000"
"29/11/2022","13:35:00","115.044,4738","115.269,3996","114.972,9064","115.243,8399","104.710,0000"
"29/11/2022","13:30:00","115.090,4813","115.361,4148","114.988,2423","115.044,4738","104.710,0000"
"29/11/2022","13:25:00","114.701,9730","115.146,7128","114.696,8610","115.085,3694","104.710,0000"
"29/11/2022","13:20:00","114.747,9806","114.788,8762","114.686,6371","114.696,8610","104.710,0000"
"29/11/2022","13:15:00","114.778,6523","114.819,5479","114.717,3089","114.742,8686","104.710,0000"
"29/11/2022","13:10:00","114.845,1076","114.921,7869","114.717,3089","114.783,7642","104.710,0000"
"29/11/2022","13:05:00","114.793,9881","115.034,2499","114.788,8762","114.839,9957","104.710,0000"
"29/11/2022","13:00:00","114.916,6750","114.978,0184","114.763,3164","114.788,8762","104.710,0000"
"29/11/2022","12:55:00","114.732,6447","114.988,2423","114.722,4208","114.916,6750","104.710,0000"
"29/11/2022","12:50:00","114.625,2937","114.845,1076","114.589,5101","114.737,7567","104.710,0000"
"29/11/2022","12:45:00","114.477,0471","114.655,9654","114.456,5993","114.625,2937","104.710,0000"
"29/11/2022","12:40:00","114.753,0925","114.758,2045","114.441,2635","114.477,0471","104.710,0000"
"29/11/2022","12:35:00","114.451,4874","114.763,3164","114.410,5918","114.753,0925","104.710,0000"
"29/11/2022","12:30:00","114.477,0471","114.517,9427","114.333,9125","114.451,4874","104.710,0000"
"29/11/2022","12:25:00","114.262,3452","114.482,1591","114.241,8973","114.482,1591","104.710,0000"
"29/11/2022","12:20:00","114.313,4647","114.349,2483","114.226,5615","114.262,3452","104.710,0000"
"29/11/2022","12:15:00","114.272,5691","114.349,2483","114.201,0017","114.313,4647","104.710,0000"
"29/11/2022","12:10:00","114.517,9427","114.538,3905","114.236,7854","114.272,5691","104.710,0000"
"29/11/2022","12:05:00","114.103,8746","114.553,7264","114.078,3149","114.523,0547","104.710,0000"
"29/11/2022","12:00:00","114.185,6659","114.333,9125","114.006,7476","114.108,9866","104.710,0000"
"29/11/2022","11:55:00","114.006,7476","114.349,2483","113.960,7400","114.180,5539","104.710,0000"
"29/11/2022","11:50:00","114.016,9715","114.062,9790","113.940,2922","114.006,7476","104.710,0000"
"29/11/2022","11:45:00","114.027,1954","114.134,5464","113.950,5161","114.016,9715","104.710,0000"
"29/11/2022","11:40:00","114.119,2105","114.236,7854","113.970,9639","114.032,3073","104.710,0000"
"29/11/2022","11:35:00","113.710,2544","114.180,5539","113.664,2468","114.119,2105","104.710,0000"
"29/11/2022","11:30:00","113.505,7763","113.740,9261","113.500,6643","113.710,2544","104.710,0000"
"29/11/2022","11:25:00","113.521,1122","113.710,2544","113.403,5373","113.505,7763","104.710,0000"
"29/11/2022","11:20:00","113.367,7536","113.613,1273","113.362,6416","113.521,1122","104.710,0000"
"29/11/2022","11:15:00","112.917,9018","113.393,3134","112.871,8943","113.367,7536","104.710,0000"
"29/11/2022","11:10:00","112.749,2074","112.923,0138","112.652,0804","112.912,7899","104.710,0000"
"29/11/2022","11:05:00","112.682,7521","112.887,2301","112.667,4162","112.749,2074","104.710,0000"
"29/11/2022","11:00:00","112.682,7521","112.713,4238","112.539,6174","112.682,7521","104.710,0000"
"29/11/2022","10:55:00","112.667,4162","112.759,4313","112.554,9533","112.682,7521","104.710,0000"
"29/11/2022","10:50:00","112.585,6250","112.677,6401","112.319,8035","112.667,4162","104.710,0000"
"29/11/2022","10:45:00","112.514,0577","112.677,6401","112.447,6023","112.590,7369","104.710,0000"
"29/11/2022","10:40:00","112.621,4086","112.698,0879","112.447,6023","112.514,0577","104.710,0000"
"29/11/2022","10:35:00","112.606,0728","112.738,9835","112.539,6174","112.626,5206","104.710,0000"
"29/11/2022","10:30:00","112.585,6250","112.718,5357","112.427,1545","112.606,0728","104.710,0000"
"29/11/2022","10:25:00","112.391,3708","112.616,2967","112.289,1318","112.585,6250","104.710,0000"
"29/11/2022","10:20:00","112.284,0198","112.422,0425","112.258,4601","112.396,4828","104.710,0000"
"29/11/2022","10:15:00","112.437,3784","112.442,4903","112.212,4525","112.278,9079","104.710,0000"
"29/11/2022","10:10:00","112.611,1847","112.682,7521","112.396,4828","112.432,2664","104.710,0000"
"29/11/2022","10:05:00","112.396,4828","112.621,4086","112.365,8111","112.606,0728","104.710,0000"
"29/11/2022","10:00:00","112.457,8262","112.503,8338","112.319,8035","112.401,5947","104.710,0000"
"29/11/2022","09:55:00","112.498,7218","112.565,1772","112.432,2664","112.462,9381","104.710,0000"
"29/11/2022","09:50:00","112.646,9684","112.667,4162","112.350,4752","112.498,7218","104.710,0000"
"29/11/2022","09:45:00","112.672,5282","112.738,9835","112.595,8489","112.646,9684","104.710,0000"
"29/11/2022","09:40:00","112.611,1847","112.774,7672","112.554,9533","112.672,5282","104.710,0000"
"29/11/2022","09:35:00","112.677,6401","112.805,4389","112.600,9608","112.611,1847","104.710,0000"
"29/11/2022","09:30:00","112.600,9608","112.744,0955","112.570,2891","112.682,7521","104.710,0000"
"29/11/2022","09:25:00","112.682,7521","112.723,6477","112.544,7294","112.600,9608","104.710,0000"
"29/11/2022","09:20:00","112.759,4313","112.846,3345","112.626,5206","112.682,7521","104.710,0000"
"29/11/2022","09:15:00","112.759,4313","112.800,3270","112.575,4011","112.759,4313","104.710,0000"
"29/11/2022","09:10:00","112.784,9911","112.943,4616","112.646,9684","112.754,3194","104.710,0000"
"29/11/2022","09:05:00","113.142,8277","113.229,7309","112.779,8791","112.779,8791","104.710,0000"
"29/11/2022","09:00:00","112.616,2967","113.142,8277","112.498,7218","113.137,7158","104.710,0000"
"28/11/2022","18:30:00","111.818,8322","111.818,8322","111.818,8322","111.818,8322","104.710,0000"
"28/11/2022","18:20:00","111.823,9442","111.910,8474","111.803,4964","111.885,2876","104.710,0000"
"28/11/2022","18:15:00","111.762,6008","111.869,9517","111.752,3769","111.823,9442","104.710,0000"
"28/11/2022","18:10:00","111.752,3769","111.839,2800","111.737,0410","111.762,6008","104.710,0000"
"28/11/2022","18:05:00","111.849,5039","111.854,6159","111.731,9290","111.752,3769","104.710,0000"
"28/11/2022","18:00:00","112.028,4222","112.048,8701","111.793,2725","111.849,5039","104.710,0000"
"28/11/2022","17:55:00","112.059,0940","112.105,1015","112.028,4222","112.028,4222","104.710,0000"
"28/11/2022","17:50:00","112.007,9744","112.079,5418","111.972,1908","112.059,0940","104.710,0000"
"28/11/2022","17:45:00","112.069,3179","112.115,3254","111.972,1908","112.007,9744","104.710,0000"
"28/11/2022","17:40:00","111.885,2876","112.079,5418","111.880,1756","112.064,2059","104.710,0000"
"28/11/2022","17:35:00","111.823,9442","111.910,8474","111.818,8322","111.885,2876","104.710,0000"
"28/11/2022","17:30:00","111.844,3920","111.849,5039","111.767,7127","111.818,8322","104.710,0000"
"28/11/2022","17:25:00","111.818,8322","111.849,5039","111.716,5932","111.844,3920","104.710,0000"
"28/11/2022","17:20:00","111.818,8322","111.869,9517","111.731,9290","111.813,7203","104.710,0000"
"28/11/2022","17:15:00","111.880,1756","111.921,0713","111.752,3769","111.823,9442","104.710,0000"
"28/11/2022","17:10:00","111.864,8398","111.941,5191","111.823,9442","111.880,1756","104.710,0000"
"28/11/2022","17:05:00","111.864,8398","111.992,6386","111.823,9442","111.864,8398","104.710,0000"
"28/11/2022","17:00:00","111.813,7203","111.905,7354","111.777,9366","111.864,8398","104.710,0000"
"28/11/2022","16:55:00","111.680,8095","111.839,2800","111.660,3617","111.813,7203","104.710,0000"
"28/11/2022","16:50:00","111.752,3769","111.808,6083","111.675,6976","111.685,9215","104.710,0000"
"28/11/2022","16:45:00","111.844,3920","111.854,6159","111.726,8171","111.747,2649","104.710,0000"
"28/11/2022","16:40:00","111.895,5115","111.905,7354","111.803,4964","111.844,3920","104.710,0000"
"28/11/2022","16:35:00","111.813,7203","111.915,9593","111.742,1529","111.895,5115","104.710,0000"
"28/11/2022","16:30:00","111.864,8398","111.936,4071","111.777,9366","111.813,7203","104.710,0000"
"28/11/2022","16:25:00","111.834,1681","111.926,1832","111.798,3844","111.864,8398","104.710,0000"
"28/11/2022","16:20:00","111.859,7278","111.895,5115","111.711,4812","111.834,1681","104.710,0000"
"28/11/2022","16:15:00","111.910,8474","111.921,0713","111.823,9442","111.859,7278","104.710,0000"
"28/11/2022","16:10:00","111.905,7354","112.028,4222","111.818,8322","111.915,9593","104.710,0000"
"28/11/2022","16:05:00","111.900,6235","111.972,1908","111.864,8398","111.905,7354","104.710,0000"
"28/11/2022","16:00:00","111.854,6159","111.977,3027","111.823,9442","111.905,7354","104.710,0000"
"28/11/2022","15:55:00","111.972,1908","112.002,8625","111.767,7127","111.849,5039","104.710,0000"
"28/11/2022","15:50:00","111.972,1908","112.038,6461","111.875,0637","111.972,1908","104.710,0000"
"28/11/2022","15:45:00","111.931,2952","112.002,8625","111.854,6159","111.977,3027","104.710,0000"
"28/11/2022","15:40:00","112.089,7657","112.140,8852","111.926,1832","111.931,2952","104.710,0000"
"28/11/2022","15:35:00","112.007,9744","112.125,5493","112.007,9744","112.089,7657","104.710,0000"
"28/11/2022","15:30:00","112.023,3103","112.099,9896","111.987,5266","112.013,0864","104.710,0000"
"28/11/2022","15:25:00","112.197,1167","112.202,2286","112.007,9744","112.018,1983","104.710,0000"
"28/11/2022","15:20:00","112.176,6688","112.202,2286","112.064,2059","112.192,0047","104.710,0000"
"28/11/2022","15:15:00","112.222,6764","112.268,6840","112.135,7732","112.176,6688","104.710,0000"
"28/11/2022","15:10:00","112.135,7732","112.248,2362","112.084,6537","112.222,6764","104.710,0000"
"28/11/2022","15:05:00","112.161,3330","112.222,6764","112.105,1015","112.135,7732","104.710,0000"
"28/11/2022","15:00:00","111.941,5191","112.207,3406","111.931,2952","112.161,3330","104.710,0000"
"28/11/2022","14:55:00","111.972,1908","112.023,3103","111.880,1756","111.936,4071","104.710,0000"
"28/11/2022","14:50:00","112.074,4298","112.130,6613","111.951,7430","111.977,3027","104.710,0000"
"28/11/2022","14:45:00","112.115,3254","112.186,8927","112.053,9820","112.074,4298","104.710,0000"
"28/11/2022","14:40:00","112.197,1167","112.202,2286","112.084,6537","112.110,2135","104.710,0000"
"28/11/2022","14:35:00","112.166,4449","112.314,6915","112.130,6613","112.192,0047","104.710,0000"
"28/11/2022","14:30:00","112.130,6613","112.243,1242","112.125,5493","112.166,4449","104.710,0000"
"28/11/2022","14:25:00","111.992,6386","112.186,8927","111.992,6386","112.130,6613","104.710,0000"
"28/11/2022","14:20:00","112.048,8701","112.120,4374","111.972,1908","111.992,6386","104.710,0000"
"28/11/2022","14:15:00","111.951,7430","112.120,4374","111.936,4071","112.048,8701","104.710,0000"
"28/11/2022","14:10:00","111.890,3995","112.023,3103","111.859,7278","111.951,7430","104.710,0000"
"28/11/2022","14:05:00","112.043,7581","112.243,1242","111.885,2876","111.895,5115","104.710,0000"
"28/11/2022","14:00:00","112.135,7732","112.212,4525","111.854,6159","112.038,6461","104.710,0000"
"28/11/2022","13:55:00","112.120,4374","112.156,2210","112.079,5418","112.135,7732","104.710,0000"
"28/11/2022","13:50:00","112.125,5493","112.197,1167","112.053,9820","112.120,4374","104.710,0000"
"28/11/2022","13:45:00","112.094,8776","112.181,7808","112.048,8701","112.130,6613","104.710,0000"
"28/11/2022","13:40:00","112.130,6613","112.217,5645","112.053,9820","112.094,8776","104.710,0000"
"28/11/2022","13:35:00","112.156,2210","112.181,7808","112.074,4298","112.125,5493","104.710,0000"
"28/11/2022","13:30:00","112.186,8927","112.238,0123","112.069,3179","112.156,2210","104.710,0000"
"28/11/2022","13:25:00","112.156,2210","112.227,7884","112.105,1015","112.186,8927","104.710,0000"
"28/11/2022","13:20:00","112.217,5645","112.268,6840","112.099,9896","112.151,1091","104.710,0000"
"28/11/2022","13:15:00","112.330,0274","112.335,1393","112.217,5645","112.217,5645","104.710,0000"
"28/11/2022","13:10:00","112.340,2513","112.406,7067","112.243,1242","112.324,9154","104.710,0000"
"28/11/2022","13:05:00","112.176,6688","112.355,5872","112.059,0940","112.345,3633","104.710,0000"
"28/11/2022","13:00:00","112.222,6764","112.345,3633","112.125,5493","112.176,6688","104.710,0000"
"28/11/2022","12:55:00","112.197,1167","112.355,5872","112.176,6688","112.222,6764","104.710,0000"
"28/11/2022","12:50:00","112.053,9820","112.222,6764","112.018,1983","112.197,1167","104.710,0000"
"28/11/2022","12:45:00","112.222,6764","112.232,9003","111.977,3027","112.048,8701","104.710,0000"
"28/11/2022","12:40:00","112.197,1167","112.273,7959","112.140,8852","112.217,5645","104.710,0000"
"28/11/2022","12:35:00","112.232,9003","112.304,4676","112.099,9896","112.197,1167","104.710,0000"
"28/11/2022","12:30:00","112.238,0123","112.335,1393","112.094,8776","112.232,9003","104.710,0000"
"28/11/2022","12:25:00","112.304,4676","112.386,2589","112.197,1167","112.243,1242","104.710,0000"
"28/11/2022","12:20:00","112.437,3784","112.462,9381","112.202,2286","112.299,3557","104.710,0000"
"28/11/2022","12:15:00","112.457,8262","112.539,6174","112.340,2513","112.437,3784","104.710,0000"
"28/11/2022","12:10:00","112.156,2210","112.473,1620","112.140,8852","112.462,9381","104.710,0000"
"28/11/2022","12:05:00","112.314,6915","112.355,5872","112.140,8852","112.161,3330","104.710,0000"
"28/11/2022","12:00:00","112.186,8927","112.437,3784","112.115,3254","112.314,6915","104.710,0000"
"28/11/2022","11:55:00","112.156,2210","112.324,9154","112.069,3179","112.186,8927","104.710,0000"
"28/11/2022","11:50:00","112.135,7732","112.263,5720","112.048,8701","112.151,1091","104.710,0000"
"28/11/2022","11:45:00","111.915,9593","112.145,9971","111.823,9442","112.140,8852","104.710,0000"
"28/11/2022","11:40:00","112.069,3179","112.099,9896","111.762,6008","111.921,0713","104.710,0000"
"28/11/2022","11:35:00","112.345,3633","112.401,5947","112.064,2059","112.074,4298","104.710,0000"
"28/11/2022","11:30:00","111.803,4964","112.355,5872","111.757,4888","112.345,3633","104.710,0000"
"28/11/2022","11:25:00","111.931,2952","111.992,6386","111.788,1605","111.798,3844","104.710,0000"
"28/11/2022","11:20:00","111.593,9063","111.936,4071","111.588,7944","111.931,2952","104.710,0000"
"28/11/2022","11:15:00","111.808,6083","111.849,5039","111.547,8988","111.593,9063","104.710,0000"
"28/11/2022","11:10:00","111.742,1529","111.839,2800","111.624,5781","111.803,4964","104.710,0000"
"28/11/2022","11:05:00","111.936,4071","111.946,6310","111.558,1227","111.737,0410","104.710,0000"
"28/11/2022","11:00:00","111.921,0713","112.033,5342","111.731,9290","111.936,4071","104.710,0000"
"28/11/2022","10:55:00","111.747,2649","111.992,6386","111.645,0259","111.921,0713","104.710,0000"
"28/11/2022","10:50:00","111.609,2422","111.783,0486","111.547,8988","111.747,2649","104.710,0000"
"28/11/2022","10:45:00","111.731,9290","111.951,7430","111.522,3390","111.609,2422","104.710,0000"
"28/11/2022","10:40:00","111.808,6083","111.895,5115","111.706,3693","111.731,9290","104.710,0000"
"28/11/2022","10:35:00","111.772,8247","112.145,9971","111.578,5705","111.803,4964","104.710,0000"
"28/11/2022","10:30:00","111.798,3844","111.910,8474","111.665,4737","111.767,7127","104.710,0000"
"28/11/2022","10:25:00","111.665,4737","112.007,9744","111.599,0183","111.798,3844","104.710,0000"
"28/11/2022","10:20:00","111.460,9956","111.737,0410","111.430,3239","111.665,4737","104.710,0000"
"28/11/2022","10:15:00","111.547,8988","111.685,9215","111.353,6446","111.455,8836","104.710,0000"
"28/11/2022","10:10:00","111.665,4737","111.747,2649","111.460,9956","111.553,0107","104.710,0000"
"28/11/2022","10:05:00","111.967,0788","112.084,6537","111.650,1378","111.660,3617","104.710,0000"
"28/11/2022","10:00:00","112.048,8701","112.289,1318","111.823,9442","111.967,0788","104.710,0000"
"28/11/2022","09:55:00","111.967,0788","112.084,6537","111.895,5115","112.043,7581","104.710,0000"
"28/11/2022","09:50:00","111.931,2952","112.084,6537","111.829,0561","111.967,0788","104.710,0000"
"28/11/2022","09:45:00","112.013,0864","112.140,8852","111.772,8247","111.926,1832","104.710,0000"
"28/11/2022","09:40:00","112.007,9744","112.094,8776","111.946,6310","112.013,0864","104.710,0000"
"28/11/2022","09:35:00","112.059,0940","112.145,9971","111.936,4071","112.002,8625","104.710,0000"
"28/11/2022","09:30:00","112.151,1091","112.227,7884","111.982,4147","112.053,9820","104.710,0000"
"28/11/2022","09:25:00","112.217,5645","112.284,0198","112.079,5418","112.156,2210","104.710,0000"
"28/11/2022","09:20:00","111.921,0713","112.268,6840","111.921,0713","112.222,6764","104.710,0000"
"28/11/2022","09:15:00","111.921,0713","112.197,1167","111.844,3920","111.921,0713","104.710,0000"
"28/11/2022","09:10:00","111.670,5856","111.936,4071","111.466,1076","111.926,1832","104.710,0000"
"28/11/2022","09:05:00","110.837,3375","111.701,2573","110.791,3299","111.665,4737","104.710,0000"
"28/11/2022","09:00:00","110.980,4721","111.307,6370","110.331,2543","110.832,2255","104.710,0000"
"25/11/2022","18:30:00","111.767,7127","111.767,7127","111.767,7127","111.767,7127","104.710,0000"
"25/11/2022","18:20:00","112.018,1983","112.059,0940","111.905,7354","111.931,2952","104.710,0000"
"25/11/2022","18:15:00","111.987,5266","112.069,3179","111.905,7354","112.007,9744","104.710,0000"
"25/11/2022","18:10:00","111.941,5191","112.105,1015","111.864,8398","111.997,7505","104.710,0000"
"25/11/2022","18:05:00","111.926,1832","112.048,8701","111.905,7354","111.941,5191","104.710,0000"
"25/11/2022","18:00:00","112.089,7657","112.089,7657","111.885,2876","111.931,2952","104.710,0000"
"25/11/2022","17:55:00","112.145,9971","112.176,6688","112.059,0940","112.079,5418","104.710,0000"
"25/11/2022","17:50:00","112.038,6461","112.278,9079","112.007,9744","112.135,7732","104.710,0000"
"25/11/2022","17:45:00","112.084,6537","112.135,7732","112.018,1983","112.033,5342","104.710,0000"
"25/11/2022","17:40:00","112.115,3254","112.176,6688","112.043,7581","112.084,6537","104.710,0000"
"25/11/2022","17:35:00","112.135,7732","112.324,9154","112.002,8625","112.110,2135","104.710,0000"
"25/11/2022","17:30:00","112.125,5493","112.176,6688","112.089,7657","112.135,7732","104.710,0000"
"25/11/2022","17:25:00","112.151,1091","112.181,7808","112.048,8701","112.120,4374","104.710,0000"
"25/11/2022","17:20:00","112.028,4222","112.161,3330","111.977,3027","112.156,2210","104.710,0000"
"25/11/2022","17:15:00","111.931,2952","112.064,2059","111.864,8398","112.023,3103","104.710,0000"
"25/11/2022","17:10:00","111.900,6235","112.002,8625","111.818,8322","111.936,4071","104.710,0000"
"25/11/2022","17:05:00","111.777,9366","111.905,7354","111.747,2649","111.900,6235","104.710,0000"
"25/11/2022","17:00:00","111.777,9366","111.839,2800","111.711,4812","111.783,0486","104.710,0000"
"25/11/2022","16:55:00","111.721,7051","111.788,1605","111.680,8095","111.767,7127","104.710,0000"
"25/11/2022","16:50:00","111.747,2649","111.767,7127","111.609,2422","111.726,8171","104.710,0000"
"25/11/2022","16:45:00","111.777,9366","111.777,9366","111.624,5781","111.742,1529","104.710,0000"
"25/11/2022","16:40:00","111.829,0561","111.905,7354","111.731,9290","111.783,0486","104.710,0000"
"25/11/2022","16:35:00","111.880,1756","111.910,8474","111.818,8322","111.834,1681","104.710,0000"
"25/11/2022","16:30:00","111.706,3693","111.915,9593","111.696,1454","111.885,2876","104.710,0000"
"25/11/2022","16:25:00","111.793,2725","111.864,8398","111.680,8095","111.706,3693","104.710,0000"
"25/11/2022","16:20:00","111.844,3920","111.890,3995","111.742,1529","111.798,3844","104.710,0000"
"25/11/2022","16:15:00","111.849,5039","111.946,6310","111.798,3844","111.844,3920","104.710,0000"
"25/11/2022","16:10:00","111.777,9366","111.941,5191","111.706,3693","111.849,5039","104.710,0000"
"25/11/2022","16:05:00","111.813,7203","111.910,8474","111.665,4737","111.777,9366","104.710,0000"
"25/11/2022","16:00:00","111.742,1529","111.880,1756","111.706,3693","111.808,6083","104.710,0000"
"25/11/2022","15:55:00","111.731,9290","111.829,0561","111.645,0259","111.742,1529","104.710,0000"
"25/11/2022","15:50:00","111.639,9139","111.762,6008","111.563,2346","111.726,8171","104.710,0000"
"25/11/2022","15:45:00","111.670,5856","111.777,9366","111.553,0107","111.639,9139","104.710,0000"
"25/11/2022","15:40:00","111.777,9366","111.834,1681","111.588,7944","111.670,5856","104.710,0000"
"25/11/2022","15:35:00","111.777,9366","111.813,7203","111.578,5705","111.783,0486","104.710,0000"
"25/11/2022","15:30:00","111.849,5039","111.900,6235","111.737,0410","111.777,9366","104.710,0000"
"25/11/2022","15:25:00","112.099,9896","112.115,3254","111.614,3542","111.849,5039","104.710,0000"
"25/11/2022","15:20:00","111.967,0788","112.140,8852","111.941,5191","112.099,9896","104.710,0000"
"25/11/2022","15:15:00","111.818,8322","112.069,3179","111.798,3844","111.967,0788","104.710,0000"
"25/11/2022","15:10:00","112.053,9820","112.120,4374","111.731,9290","111.818,8322","104.710,0000"
"25/11/2022","15:05:00","112.294,2437","112.355,5872","112.048,8701","112.053,9820","104.710,0000"
"25/11/2022","15:00:00","112.636,7445","112.698,0879","112.217,5645","112.294,2437","104.710,0000"
"25/11/2022","14:55:00","112.616,2967","112.749,2074","112.585,6250","112.646,9684","104.710,0000"
"25/11/2022","14:50:00","112.549,8413","112.682,7521","112.508,9457","112.616,2967","104.710,0000"
"25/11/2022","14:45:00","112.718,5357","112.769,6552","112.549,8413","112.549,8413","104.710,0000"
"25/11/2022","14:40:00","112.600,9608","112.728,7596","112.570,2891","112.718,5357","104.710,0000"
"25/11/2022","14:35:00","112.529,3935","112.641,8565","112.391,3708","112.600,9608","104.710,0000"
"25/11/2022","14:30:00","112.595,8489","112.749,2074","112.503,8338","112.529,3935","104.710,0000"
"25/11/2022","14:25:00","112.585,6250","112.830,9987","112.544,7294","112.590,7369","104.710,0000"
"25/11/2022","14:20:00","112.197,1167","112.606,0728","112.094,8776","112.580,5130","104.710,0000"
"25/11/2022","14:15:00","112.508,9457","112.585,6250","112.186,8927","112.192,0047","104.710,0000"
"25/11/2022","14:10:00","112.621,4086","112.795,2150","112.462,9381","112.508,9457","104.710,0000"
"25/11/2022","14:05:00","112.703,1999","112.708,3118","112.488,4979","112.621,4086","104.710,0000"
"25/11/2022","14:00:00","112.948,5736","112.953,6855","112.621,4086","112.698,0879","104.710,0000"
"25/11/2022","13:55:00","113.188,8353","113.214,3950","112.928,1257","112.948,5736","104.710,0000"
"25/11/2022","13:50:00","113.265,5146","113.372,8656","113.183,7233","113.183,7233","104.710,0000"
"25/11/2022","13:45:00","113.521,1122","113.556,8958","113.050,8126","113.265,5146","104.710,0000"
"25/11/2022","13:40:00","113.878,9488","113.889,1727","113.510,8882","113.521,1122","104.710,0000"
"25/11/2022","13:35:00","113.827,8293","113.919,8444","113.771,5978","113.884,0607","104.710,0000"
"25/11/2022","13:30:00","113.746,0380","113.832,9412","113.654,0229","113.832,9412","104.710,0000"
"25/11/2022","13:25:00","113.873,8368","113.904,5085","113.740,9261","113.740,9261","104.710,0000"
"25/11/2022","13:20:00","113.797,1575","114.124,3225","113.735,8141","113.873,8368","104.710,0000"
"25/11/2022","13:15:00","113.756,2619","113.838,0532","113.725,5902","113.797,1575","104.710,0000"
"25/11/2022","13:10:00","113.735,8141","113.786,9336","113.654,0229","113.756,2619","104.710,0000"
"25/11/2022","13:05:00","113.689,8066","113.807,3814","113.669,3588","113.730,7022","104.710,0000"
"25/11/2022","13:00:00","113.715,3663","113.786,9336","113.628,4631","113.684,6946","104.710,0000"
"25/11/2022","12:55:00","113.751,1500","113.832,9412","113.674,4707","113.715,3663","104.710,0000"
"25/11/2022","12:50:00","113.858,5010","113.909,6205","113.740,9261","113.756,2619","104.710,0000"
"25/11/2022","12:45:00","113.730,7022","113.868,7249","113.720,4783","113.863,6129","104.710,0000"
"25/11/2022","12:40:00","113.592,6795","113.740,9261","113.521,1122","113.730,7022","104.710,0000"
"25/11/2022","12:35:00","113.802,2695","113.832,9412","113.577,3436","113.592,6795","104.710,0000"
"25/11/2022","12:30:00","113.643,7990","113.812,4934","113.633,5751","113.797,1575","104.710,0000"
"25/11/2022","12:25:00","113.500,6643","113.710,2544","113.464,8807","113.638,6870","104.710,0000"
"25/11/2022","12:20:00","113.418,8731","113.582,4556","113.352,4177","113.505,7763","104.710,0000"
"25/11/2022","12:15:00","113.500,6643","113.623,3512","113.403,5373","113.418,8731","104.710,0000"
"25/11/2022","12:10:00","113.475,1046","113.516,0002","113.331,9699","113.500,6643","104.710,0000"
"25/11/2022","12:05:00","113.413,7612","113.582,4556","113.393,3134","113.475,1046","104.710,0000"
